Title,Image_URL,Image_Saved
Daniel Paul Schreber,https://upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png,images\Daniel_Paul_Schreber.jpg
Heliocentrism,https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Geoz_wb_en.svg/260px-Geoz_wb_en.svg.png,
Space,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Gottfried_Wilhelm_Leibniz%2C_Bernhard_Christoph_Francke.jpg/170px-Gottfried_Wilhelm_Leibniz%2C_Bernhard_Christoph_Francke.jpg,images\Space.jpg
Victoria's Secret Fashion Show,https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/10px-OOjs_UI_icon_edit-ltr-progressive.svg.png,images\Victoria's_Secret_Fashion_Show.jpg
Time,https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Wooden_hourglass_3.jpg/170px-Wooden_hourglass_3.jpg,images\Time.jpg
Erg (landform),https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Morocco_Africa_Flickr_Rosino_December_2005_84514010.jpg/170px-Morocco_Africa_Flickr_Rosino_December_2005_84514010.jpg,
Cantos of the Kalevala,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/The_Wild_Duck_and_the_Celestial_Bodies_by_Joseph_Alanen.jpg/335px-The_Wild_Duck_and_the_Celestial_Bodies_by_Joseph_Alanen.jpg,
Sky (disambiguation),https://upload.wikimedia.org/wikipedia/en/thumb/5/5f/Disambig_gray.svg/30px-Disambig_gray.svg.png,images\Sky_(disambiguation).jpg
Eratosthenian,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Macrobius_crater_AS17-M-0296.jpg/300px-Macrobius_crater_AS17-M-0296.jpg,
Planet (disambiguation),,
Atmosphere,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Solar_system_escape_velocity_vs_surface_temperature.svg/260px-Solar_system_escape_velocity_vs_surface_temperature.svg.png,
Timeline of space exploration,https://upload.wikimedia.org/wikipedia/en/thumb/b/be/Flag_of_England.svg/20px-Flag_of_England.svg.png,images\Timeline_of_space_exploration.jpg
Apsidal precession,https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Precession_and_seasons.svg/220px-Precession_and_seasons.svg.png,
Behenian fixed star,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Agrippa_Behenian_star_02_Pleiades.svg/100px-Agrippa_Behenian_star_02_Pleiades.svg.png,
Astrological aspect,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Conjunction_symbol.svg/64px-Conjunction_symbol.svg.png,
Planetarium projector,https://upload.wikimedia.org/wikipedia/en/thumb/3/34/UniversalProjectionPlanetarium-Type23-6.jpg/250px-UniversalProjectionPlanetarium-Type23-6.jpg,
Observable universe,https://upload.wikimedia.org/wikipedia/en/thumb/9/96/Symbol_category_class.svg/16px-Symbol_category_class.svg.png,images\Observable_universe.jpg
Opposition surge,,
Outlive,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Star_full.svg/11px-Star_full.svg.png,images\Outlive.jpg
Nergal,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Nergal-b.jpg/93px-Nergal-b.jpg,
Pak Chiwŏn (philosopher),,
Celestial spheres,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/PeuerbachSuperioribus2.png/220px-PeuerbachSuperioribus2.png,
Cancer (mythology),https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/CancerCC_cropped.jpg/200px-CancerCC_cropped.jpg,
Definition of planet,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Outersolarsystem_objectpositions_labels_comp.png/220px-Outersolarsystem_objectpositions_labels_comp.png,
Echoes (Pink Floyd song),https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Wikiquote-logo.svg/34px-Wikiquote-logo.svg.png,images\Echoes_(Pink_Floyd_song).jpg
History of gravitational theory,https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/GodfreyKneller-IsaacNewton-1689.jpg/112px-GodfreyKneller-IsaacNewton-1689.jpg,
Tidal power,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Logo_Renewable_Energy_by_Melanie_Maecker-Tursun_V1_bgGreen.svg/120px-Logo_Renewable_Energy_by_Melanie_Maecker-Tursun_V1_bgGreen.svg.png,images\Tidal_power.jpg
Celestial police,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/He1523a.jpg/16px-He1523a.jpg,images\Celestial_police.jpg
Physical cosmology,https://upload.wikimedia.org/wikipedia/en/thumb/9/96/Symbol_category_class.svg/16px-Symbol_category_class.svg.png,images\Physical_cosmology.jpg
Mons (planetary nomenclature),https://upload.wikimedia.org/wikipedia/en/thumb/4/4a/Commons-logo.svg/12px-Commons-logo.svg.png,images\Mons_(planetary_nomenclature).jpg
Cosmology of Tolkien's legendarium,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Arda_in_the_Ages_of_the_Lamps.svg/584px-Arda_in_the_Ages_of_the_Lamps.svg.png,images\Cosmology_of_Tolkien's_legendarium.jpg
Timeline of Solar System astronomy,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/NAMA_Machine_d%27Anticyth%C3%A8re_1.jpg/175px-NAMA_Machine_d%27Anticyth%C3%A8re_1.jpg,
Roche limit,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Roche_limit_%28ripped_sphere%29.svg/300px-Roche_limit_%28ripped_sphere%29.svg.png,
The Clever Little Tailor,https://upload.wikimedia.org/wikipedia/en/thumb/9/96/Symbol_category_class.svg/16px-Symbol_category_class.svg.png,images\The_Clever_Little_Tailor.jpg
Griffith Observatory,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Location_map_Los_Angeles.png/240px-Location_map_Los_Angeles.png,
United Arab Emirates Space Agency,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/History-of-uae-space-sector-new.jpg/220px-History-of-uae-space-sector-new.jpg,
Viral evolution,https://upload.wikimedia.org/wikipedia/en/thumb/9/96/Symbol_category_class.svg/16px-Symbol_category_class.svg.png,images\Viral_evolution.jpg
Khinalug,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/X%C4%B1nal%C4%B1q_%289%29.jpg/116px-X%C4%B1nal%C4%B1q_%289%29.jpg,
Planetary protection,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/RocketSunIcon.svg/28px-RocketSunIcon.svg.png,images\Planetary_protection.jpg
Asgardia,https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Orbital_ATK_CRS-8_Launch_%28NHQ201711120006%29.jpg/300px-Orbital_ATK_CRS-8_Launch_%28NHQ201711120006%29.jpg,
Estonian mythology,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Draig.svg/21px-Draig.svg.png,images\Estonian_mythology.jpg
Equant,,
Northgrippian,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/The_Earth_seen_from_Apollo_17.jpg/16px-The_Earth_seen_from_Apollo_17.jpg,images\Northgrippian.jpg
Ludwig von Struve,https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/10px-OOjs_UI_icon_edit-ltr-progressive.svg.png,images\Ludwig_von_Struve.jpg
Timeline of cosmological theories,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Crab_Nebula.jpg/16px-Crab_Nebula.jpg,images\Timeline_of_cosmological_theories.jpg
Heaven,https://upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png,images\Heaven.jpg
Neoproterozoic,https://upload.wikimedia.org/wikipedia/en/thumb/4/4a/Commons-logo.svg/30px-Commons-logo.svg.png,images\Neoproterozoic.jpg
Theory of multiple intelligences,https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Diploma_icon.png/28px-Diploma_icon.png,images\Theory_of_multiple_intelligences.jpg
Space-based economy,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Hand_with_three_coins.svg/40px-Hand_with_three_coins.svg.png,
Ad Astra (film),https://upload.wikimedia.org/wikipedia/en/thumb/4/4a/Commons-logo.svg/30px-Commons-logo.svg.png,images\Ad_Astra_(film).jpg
Later life of Isaac Newton,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Isaac_Newton_grave_in_Westminster_Abbey.jpg/170px-Isaac_Newton_grave_in_Westminster_Abbey.jpg,
Rock (geology),https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/WikiProject_Geology.svg/100px-WikiProject_Geology.svg.png,images\Rock_(geology).jpg
List of ISRO missions,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Aryabhata_Satellite.jpg/115px-Aryabhata_Satellite.jpg,
Astrology,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Clock_of_San_Marco_clockface.png/170px-Clock_of_San_Marco_clockface.png,images\Astrology.jpg
Alice Munro,https://upload.wikimedia.org/wikipedia/en/thumb/4/4a/Commons-logo.svg/30px-Commons-logo.svg.png,images\Alice_Munro.jpg
Astrometry,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Solar_system_barycenter.svg/200px-Solar_system_barycenter.svg.png,
Asteroid,https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Ceres_-_RC3_-_Haulani_Crater_%2822381131691%29_%28cropped%29.jpg/151px-Ceres_-_RC3_-_Haulani_Crater_%2822381131691%29_%28cropped%29.jpg,
Interplanetary Transport Network,,
Shen Kuo,https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Beijing_Ancient_Observatory_20090715-19_%28cropped%29.jpg/280px-Beijing_Ancient_Observatory_20090715-19_%28cropped%29.jpg,
Reindeer,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Status_iucn3.1_VU.svg/220px-Status_iucn3.1_VU.svg.png,images\Reindeer.jpg
Spectral line,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Spectral-lines-absorption.svg/320px-Spectral-lines-absorption.svg.png,
Limiting magnitude,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Stylised_atom_with_three_Bohr_model_orbits_and_stylised_nucleus.svg/17px-Stylised_atom_with_three_Bohr_model_orbits_and_stylised_nucleus.svg.png,images\Limiting_magnitude.jpg
Mesoproterozoic,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/WikiProject_Geology.svg/16px-WikiProject_Geology.svg.png,images\Mesoproterozoic.jpg
Torquetum,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Hans_Holbein_d._J._029.jpg/220px-Hans_Holbein_d._J._029.jpg,
Electional astrology,,
Sovereignty,https://upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png,images\Sovereignty.jpg
Orosirian,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Geological_time_spiral.png/34px-Geological_time_spiral.png,
List of tallest mountains in the Solar System,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Iapetus_equatorial_ridge.jpg/319px-Iapetus_equatorial_ridge.jpg,images\List_of_tallest_mountains_in_the_Solar_System.jpg
Standard gravitational parameter,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Stylised_atom_with_three_Bohr_model_orbits_and_stylised_nucleus.svg/17px-Stylised_atom_with_three_Bohr_model_orbits_and_stylised_nucleus.svg.png,images\Standard_gravitational_parameter.jpg
Ferdinand Verbiest,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Kunyu_Quantu_Ferdinand_Verbiest_1674.jpg/220px-Kunyu_Quantu_Ferdinand_Verbiest_1674.jpg,
Kinematics,https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Kinematics.svg/300px-Kinematics.svg.png,images\Kinematics.jpg
Earth's circumference,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Eratosthenes_measure_of_Earth_circumference.svg/310px-Eratosthenes_measure_of_Earth_circumference.svg.png,images\Earth's_circumference.jpg
Bishōjo Senshi Sailor Moon S: Jōgai Rantō!? Shuyaku Sōdatsusen,https://upload.wikimedia.org/wikipedia/en/thumb/8/8f/SFC_Bish%C5%8Djo_Senshi_Sailor_Moon_SuperS_-_Zenin_Sanka%21%21_Shuyaku_S%C5%8Ddatsusen.png/220px-SFC_Bish%C5%8Djo_Senshi_Sailor_Moon_SuperS_-_Zenin_Sanka%21%21_Shuyaku_S%C5%8Ddatsusen.png,
Marine chronometer,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Henry_Sully_clock_with_escapement_and_suspension_mechanism.jpg/220px-Henry_Sully_clock_with_escapement_and_suspension_mechanism.jpg,
Anaxagoras,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Wikisource-logo.svg/38px-Wikisource-logo.svg.png,images\Anaxagoras.jpg
Seven heavens,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Wikiversity_logo_2017.svg/16px-Wikiversity_logo_2017.svg.png,images\Seven_heavens.jpg
Astrological symbols,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Sun_symbol_%28medieval%29.svg/16px-Sun_symbol_%28medieval%29.svg.png,
Least squares,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/X33-ellips-1.svg/220px-X33-ellips-1.svg.png,
Kushmanda,,
Spheroid,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Jupiter_oblate_spheroid.png/220px-Jupiter_oblate_spheroid.png,
Tamil culture,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Text_document_with_red_question_mark.svg/40px-Text_document_with_red_question_mark.svg.png,images\Tamil_culture.jpg
Gelasian,,
Universal Migrator Part 2: Flight of the Migrator,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Star_full.svg/11px-Star_full.svg.png,images\Universal_Migrator_Part_2:_Flight_of_the_Migrator.jpg
Intercept method,,
Harran,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Red_pog.svg/6px-Red_pog.svg.png,images\Harran.jpg
Celestial equator,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/He1523a.jpg/16px-He1523a.jpg,images\Celestial_equator.jpg
Archaeoastronomy,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Auglish.jpg/220px-Auglish.jpg,
Millie Brown (performance artist),,
Neoplatonism and Gnosticism,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Socrates.png/10px-Socrates.png,images\Neoplatonism_and_Gnosticism.jpg
The Book of Fixed Stars,https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Al_Sufi_-_Book_of_Fixed_Stars_-_Ursa_Major_%28The_Great_Bear%29_-_Bodleian_Library_-_Marsh_144.jpg/220px-Al_Sufi_-_Book_of_Fixed_Stars_-_Ursa_Major_%28The_Great_Bear%29_-_Bodleian_Library_-_Marsh_144.jpg,images\The_Book_of_Fixed_Stars.jpg
Firmament,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Firmament_Tap%C3%ADs_de_la_Creaci%C3%B3_de_Girona.jpg/220px-Firmament_Tap%C3%ADs_de_la_Creaci%C3%B3_de_Girona.jpg,
The Copernican Revolution (book),,
Geologist,https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Geologists_at_work_-_NARA_-_517104.jpg/170px-Geologists_at_work_-_NARA_-_517104.jpg,
Californium,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Californium_spectrum_visible.png/240px-Californium_spectrum_visible.png,
Hydrostatic equilibrium,https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Hydrostatic_equilibrium.svg/220px-Hydrostatic_equilibrium.svg.png,
Hylomorphism,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Emblem_of_the_Papacy_SE.svg/25px-Emblem_of_the_Papacy_SE.svg.png,images\Hylomorphism.jpg
History of Solar System formation and evolution hypotheses,https://upload.wikimedia.org/wikipedia/en/thumb/f/f2/Edit-clear.svg/40px-Edit-clear.svg.png,images\History_of_Solar_System_formation_and_evolution_hypotheses.jpg
Geocentric model,https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Ptolemaic_elements.svg/220px-Ptolemaic_elements.svg.png,images\Geocentric_model.jpg
Astrophysics,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Stylised_atom_with_three_Bohr_model_orbits_and_stylised_nucleus.svg/14px-Stylised_atom_with_three_Bohr_model_orbits_and_stylised_nucleus.svg.png,images\Astrophysics.jpg
Extraterrestrial real estate,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Lunokhod_2_Luna_21_lunar_map.png/220px-Lunokhod_2_Luna_21_lunar_map.png,
Colors of the day in Thailand,,
Planetary surface,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Foto_de_Venera_9.png/500px-Foto_de_Venera_9.png,
Vulcan (hypothetical planet),https://upload.wikimedia.org/wikipedia/commons/4/43/Solar_System_Template_2.png,images\Vulcan_(hypothetical_planet).jpg
Patera (planetary nomenclature),https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Sachs_patera_PIA00473.jpg/200px-Sachs_patera_PIA00473.jpg,
Exometeorology,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Cumulus_clouds_in_fair_weather.jpeg/32px-Cumulus_clouds_in_fair_weather.jpeg,images\Exometeorology.jpg
*Dʰéǵʰōm,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Sebastiano_Ricci_-_Dionysus_%281695%29.jpg/206px-Sebastiano_Ricci_-_Dionysus_%281695%29.jpg,
Planetary geology,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/WikiProject_Geology.svg/16px-WikiProject_Geology.svg.png,images\Planetary_geology.jpg
Space law,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Buzz_salutes_the_U.S._Flag.jpg/220px-Buzz_salutes_the_U.S._Flag.jpg,images\Space_law.jpg
Center of the universe,,
Branches of physics,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/SchrodingerEquation.svg/225px-SchrodingerEquation.svg.png,
Meaning (philosophy),https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/10px-OOjs_UI_icon_edit-ltr-progressive.svg.png,images\Meaning_(philosophy).jpg
Wuxing (Chinese philosophy),https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Alchemical_air_symbol_%28fixed_width%29.svg/15px-Alchemical_air_symbol_%28fixed_width%29.svg.png,images\Wuxing_(Chinese_philosophy).jpg
Fenghuang,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Shang_Jade_Phoenix%2C_Fu_Hao_Tomb%2C_c._1200_BC.jpg/149px-Shang_Jade_Phoenix%2C_Fu_Hao_Tomb%2C_c._1200_BC.jpg,
Way of the Celestial Masters,,
Posidonius,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Posidonius_Nuremberg_Chronicle.jpg/220px-Posidonius_Nuremberg_Chronicle.jpg,
Celestial pole,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/North_pole_path.png/300px-North_pole_path.png,
Fractional Orbital Bombardment System,,
Polaris,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Polaris_alpha_ursae_minoris.jpg/260px-Polaris_alpha_ursae_minoris.jpg,images\Polaris.jpg
Great circle,,
Satellite system (astronomy),https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Creation_of_the_moons_of_Pluto.jpg/220px-Creation_of_the_moons_of_Pluto.jpg,images\Satellite_system_(astronomy).jpg
"Jantar Mantar, Jaipur",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Red_pog.svg/7px-Red_pog.svg.png,"images\Jantar_Mantar,_Jaipur.jpg"
Tara (Buddhism),https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/084_Cave_12%2C_Taras_and_Bodhisattva_%2833310991134%29.jpg/220px-084_Cave_12%2C_Taras_and_Bodhisattva_%2833310991134%29.jpg,images\Tara_(Buddhism).jpg
Ancient Greek astronomy,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Aristarchus_working.jpg/250px-Aristarchus_working.jpg,
Central meridian (astronomy),,
Particle,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/NGC_4414_%28NASA-med%29.jpg/260px-NGC_4414_%28NASA-med%29.jpg,
History of atheism,https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/People_icon.svg/16px-People_icon.svg.png,images\History_of_atheism.jpg
Compass rose,https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Roman_12-wind_rose.svg/370px-Roman_12-wind_rose.svg.png,images\Compass_rose.jpg
Worship of heavenly bodies,https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Chiba-jinja_Haupthalle_2.jpg/220px-Chiba-jinja_Haupthalle_2.jpg,
Eratosthenes,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Eratosthenes_measure_of_Earth_circumference.svg/310px-Eratosthenes_measure_of_Earth_circumference.svg.png,images\Eratosthenes.jpg
Simplicius of Cilicia,https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Simplicius_of_Cilicia%2C_Commentary_on_Aristotle%27s_Physics_III_518%2C5%E2%80%9330.jpg/220px-Simplicius_of_Cilicia%2C_Commentary_on_Aristotle%27s_Physics_III_518%2C5%E2%80%9330.jpg,
Berkelium,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Berkelium_spectrum_visible.png/240px-Berkelium_spectrum_visible.png,
Moonbase,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Infographic_3D_printing_for_a_Moon_base_pillars_%28crop%29.png/220px-Infographic_3D_printing_for_a_Moon_base_pillars_%28crop%29.png,
Islamic literature,https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Vasnetsov_samolet.jpg/220px-Vasnetsov_samolet.jpg,images\Islamic_literature.jpg
Parts of Animals,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Speaker_Icon.svg/15px-Speaker_Icon.svg.png,images\Parts_of_Animals.jpg
Committee on Space Research,https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Flag_of_South_Korea.svg/23px-Flag_of_South_Korea.svg.png,images\Committee_on_Space_Research.jpg
Axis mundi,https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Da_Vinci_Vitruve_Luc_Viatour.jpg/170px-Da_Vinci_Vitruve_Luc_Viatour.jpg,images\Axis_mundi.jpg
Aryabhatiya,https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/10px-OOjs_UI_icon_edit-ltr-progressive.svg.png,images\Aryabhatiya.jpg
Navigational triangle,https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/%D0%92%D1%82%D0%BE%D1%80%D0%BE%D0%B9_%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%BD%D0%BE%D0%BC%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9_%D1%82%D1%80%D0%B5%D1%83%D0%B3%D0%BE%D0%BB%D1%8C%D0%BD%D0%B8%D0%BA.svg/259px-%D0%92%D1%82%D0%BE%D1%80%D0%BE%D0%B9_%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%BD%D0%BE%D0%BC%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9_%D1%82%D1%80%D0%B5%D1%83%D0%B3%D0%BE%D0%BB%D1%8C%D0%BD%D0%B8%D0%BA.svg.png,
Pyroclastic flow,https://upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png,images\Pyroclastic_flow.jpg
Qixi Festival,https://upload.wikimedia.org/wikipedia/en/thumb/4/4a/Commons-logo.svg/12px-Commons-logo.svg.png,images\Qixi_Festival.jpg
Night,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Earth-lighting-winter-solstice_EN.png/220px-Earth-lighting-winter-solstice_EN.png,
Manx comet,,
List of measuring instruments,https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/MontreGousset001.jpg/220px-MontreGousset001.jpg,images\List_of_measuring_instruments.jpg
Vulcanoid,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Zatm_lagan.jpg/270px-Zatm_lagan.jpg,
International Celestial Reference System and its realizations,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/He1523a.jpg/16px-He1523a.jpg,images\International_Celestial_Reference_System_and_its_realizations.jpg
"Tri-Cities, Washington",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Flag_of_the_United_States.svg/23px-Flag_of_the_United_States.svg.png,"images\Tri-Cities,_Washington.jpg"
Astrological sign,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Sign_cusps.png/250px-Sign_cusps.png,
Rājamṛgāṅka (astronomy book),,
Classic Period in Belize,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Arrright.svg/10px-Arrright.svg.png,images\Classic_Period_in_Belize.jpg
Bartholomaeus Anglicus,https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/10px-OOjs_UI_icon_edit-ltr-progressive.svg.png,images\Bartholomaeus_Anglicus.jpg
Tianwen-2,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/243_ida_crop.jpg/90px-243_ida_crop.jpg,images\Tianwen-2.jpg
NASA Human Exploration Rover Challenge,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/2012_Great_Moonbuggy_Race_Course_Map.png/220px-2012_Great_Moonbuggy_Race_Course_Map.png,
Mississippian (geology),https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/WikiProject_Geology.svg/16px-WikiProject_Geology.svg.png,images\Mississippian_(geology).jpg
Outer space,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Webb%27s_First_Deep_Field.jpg/310px-Webb%27s_First_Deep_Field.jpg,images\Outer_space.jpg
Exalted,,
Disco Ruido,,
Outline of space exploration,https://upload.wikimedia.org/wikipedia/en/thumb/0/06/Wiktionary-logo-v2.svg/27px-Wiktionary-logo-v2.svg.png,images\Outline_of_space_exploration.jpg
Neoarchean,https://upload.wikimedia.org/wikipedia/en/thumb/4/4a/Commons-logo.svg/30px-Commons-logo.svg.png,images\Neoarchean.jpg
Magnitude of eclipse,https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Partial_solar_eclipse_Oct_23_2014_Minneapolis_5-36pm_Ruen1.png/80px-Partial_solar_eclipse_Oct_23_2014_Minneapolis_5-36pm_Ruen1.png,
Nazca lines,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Nazca_Lines_SPOT_1311.jpg/220px-Nazca_Lines_SPOT_1311.jpg,images\Nazca_lines.jpg
Greenhouse effect,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Greenhouse_effect_with_energy_flows_shown_by_altitude.svg/300px-Greenhouse_effect_with_energy_flows_shown_by_altitude.svg.png,images\Greenhouse_effect.jpg
Stroke-ornamented ware culture,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/2019-08-15_Staatliches_Museum_f%C3%BCr_Arch%C3%A4ologie_Chemnitz_12.jpg/220px-2019-08-15_Staatliches_Museum_f%C3%BCr_Arch%C3%A4ologie_Chemnitz_12.jpg,
Birthstone,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Amethyst_Gems.jpg/240px-Amethyst_Gems.jpg,
Transit of Mercury,https://upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png,images\Transit_of_Mercury.jpg
